,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,1558720589128470530,1554174265066491905,1660462922000.0,2022-08-14 02:42:02,-0500,,@AlmiranteSrio Buenas noches usted ya hechese a dormir,es,[],[],1557986252577820672,1557986252577820672,Marco41051835,Marco,7,02,https://twitter.com/Marco41051835/status/1558720589128470530,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
11,1558651032426532865,1554174265066491905,1660446339000.0,2022-08-13 22:05:39,-0500,,"@AlmiranteSrio Que Vergüenza que una Rama militar de México decaiga tan mal con las acciones que los obligan a hacer, desde hace tiempo la Marina dejo de ser un ejemplo de fuerza, solo por acatar las leyes de la 4T que defiende delincuentes, los pocos ataques que hacen son por las Fuerzas Elite",es,[],[],938882458585464832,938882458585464832,minionbichota,HZ,6,22,https://twitter.com/minionbichota/status/1558651032426532865,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
12,1558568590885801984,1558568590885801984,1660426683000.0,2022-08-13 16:38:03,-0500,,"@AlmiranteSrio buenas tardes Secretario, ando organizando una pachanga y ocupo un helicóptero para mover a las pirujas,. Dónde lo puedo rentar? O me lo mandan con cargo al erario cómo hacen con las pendejadas de @lopezobrador_ ?",es,[],[],1185233129629507584,1185233129629507584,IVAN65882729,IVAN,6,16,https://twitter.com/IVAN65882729/status/1558568590885801984,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,
13,1558502890855186433,1554174265066491905,1660411019000.0,2022-08-13 12:16:59,-0500,,@AlmiranteSrio Gracias a la guardia Nacional por regresar la paz y tranquilidad a México! Fuera ClaudioX y su alianza con criminales para desestabilizar a México!!,es,[],[],3118108458,3118108458,rblnnlgrnja,Carlos AntiBorolista,6,12,https://twitter.com/rblnnlgrnja/status/1558502890855186433,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
14,1558500098832666625,1558500098832666625,1660410353000.0,2022-08-13 12:05:53,-0500,,@AlmiranteSrio,qam,[],[],1192125353986158592,1192125353986158592,AnaD52418793,Ana🍇🍎🍓🍋🍏🍉🍍🥝,6,12,https://twitter.com/AnaD52418793/status/1558500098832666625,[],[],0,,False,0,0,0,https://twitter.com/TigrinABC/status/1558147928614752257,None,,,,,,,[],,,,
15,1558308944052879363,1558308944052879363,1660364778000.0,2022-08-12 23:26:18,-0500,,@AlmiranteSrio 🇲🇽😢,und,[],[],290442686,290442686,espiritutiflaut,ELENA PEREZ #PorMéxicoTodo,5,23,https://twitter.com/espiritutiflaut/status/1558308944052879363,[],[],0,,False,0,0,0,https://twitter.com/gaisga_gallo/status/1558303166051061761,None,,,,,,,[],,,,
16,1558307302179893248,1554174265066491905,1660364387000.0,2022-08-12 23:19:47,-0500,,@AlmiranteSrio Tanto ud como:@Luis_C_Sandoval @rosaicela_ y @lopezobrador_ deben renunciar ya! #BastaYa @SEDENAmx @senadomexicano esto es terrorismo y un grave problema de seguridad nacional para nosotros y E.U  ¿Seguimos nuestras vidas como si nada? @alvarez_monse @MarinadelPilar #FueraYa,es,"['bastaya', 'fueraya']",[],313599772,313599772,TaconesVioleta,TACONES VIOLETA,5,23,https://twitter.com/TaconesVioleta/status/1558307302179893248,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
17,1558244753828888578,1544799036611477506,1660349474000.0,2022-08-12 19:11:14,-0500,,@AlmiranteSrio ✌,und,[],[],1557986252577820672,1557986252577820672,Marco41051835,Marco,5,19,https://twitter.com/Marco41051835/status/1558244753828888578,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
18,1558231185561624576,1558231185561624576,1660346239000.0,2022-08-12 18:17:19,-0500,,"@AlmiranteSrio si fuera tan amable de proporcionarme a las 19.00 el helicóptero d la @SEMAR_mx en las siguientes coordenadas 23w,83o,749,93s para poder llevar a unas nenoris al cine, y de regreso a las 23.00 muchas gracias 😆😆😆😆😆",es,[],[],54237193,54237193,HectorReneMonte,H🦅É🦅C🦅T🦅O🦅R🦅R🦅E🦅N🦅E🇺🇦,5,18,https://twitter.com/HectorReneMonte/status/1558231185561624576,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,
19,1558204688251715591,1558204688251715591,1660339922000.0,2022-08-12 16:32:02,-0500,,@AlmiranteSrio era mejor no explicar nada y salir por la puerta trasera. El comunicado...pura 💩,es,[],[],36977008,36977008,elrudolph,El Rudolph... y ya,5,16,https://twitter.com/elrudolph/status/1558204688251715591,[],[],0,,False,0,0,0,https://twitter.com/Juan_OrtizMX/status/1558203035620462593,None,,,,,,,[],,,,
20,1558200534015922178,1558200534015922178,1660338931000.0,2022-08-12 16:15:31,-0500,,@AlmiranteSrio de la armada como compensación del daño psicótico que sufrí por parte de esos elementos.,es,[],[],1555401319048953857,1555401319048953857,Dan1730183259,Dan_17,5,16,https://twitter.com/Dan1730183259/status/1558200534015922178,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,
21,1558200398871232515,1558200398871232515,1660338899000.0,2022-08-12 16:14:59,-0500,,"@AlmiranteSrio ya que no fui el único en ser afectado por ese personal naval, hay muchos más jóvenes que sufrieron el mismo trato y burlas por ese personal que estaba en las instalaciones de la 3ra zona naval Coatzacoalcos 2019  Exijo una disculpa y un lugar en las filas...",es,[],[],1555401319048953857,1555401319048953857,Dan1730183259,Dan_17,5,16,https://twitter.com/Dan1730183259/status/1558200398871232515,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,
22,1558199925757861888,1558199925757861888,1660338786000.0,2022-08-12 16:13:06,-0500,,@AlmiranteSrio Almirante quiero que me ayude a resolver mi situación de contratación ya que bajo su mandato fui discriminado por personal de la 3ra zona naval Coatzacoalcos Veracruz en el 2019,es,[],[],1555401319048953857,1555401319048953857,Dan1730183259,Dan_17,5,16,https://twitter.com/Dan1730183259/status/1558199925757861888,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,
23,1558193387064401927,1554174265066491905,1660337227000.0,2022-08-12 15:47:07,-0500,,"@AlmiranteSrio Orale wey a dar maromas y poner paros pendejos, sigan obedeciendo las ordenes de ese pendejo y mira como los abandona  https://t.co/QQohWVSFr2",es,[],[],1193270515353477120,1193270515353477120,HuachicoleroIii,El Bender Huachicolero,5,15,https://twitter.com/HuachicoleroIii/status/1558193387064401927,['https://twitter.com/ImagenTVMex/status/1558088282738769920?t=FwHHR_Bj3iIKiAyhcNck3g&s=19'],[],0,,False,0,0,0,https://twitter.com/ImagenTVMex/status/1558088282738769920?t=FwHHR_Bj3iIKiAyhcNck3g&s=19,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
24,1558188595927810048,1558188595927810048,1660336085000.0,2022-08-12 15:28:05,-0500,,@AlmiranteSrio  Es una burla que distraiga los recursos públicos en los espectáculos de @lopezobrador_ mientras el país es abandonado al #Terrorismo,es,['terrorismo'],[],1120747935736705035,1120747935736705035,Libertad_ahora_,Insurgente,5,15,https://twitter.com/Libertad_ahora_/status/1558188595927810048,[],[],0,,False,0,0,0,https://twitter.com/Mr_Civico/status/1558170495643783168,None,,,,,,,[],,,,
25,1558187335589793794,1550620860830126080,1660335785000.0,2022-08-12 15:23:05,-0500,,@AlmiranteSrio Felicidades a los graduados que en un futuro van a transportar botargas,es,[],[],1181040915370184704,1181040915370184704,CarlosYehoshua,Carlos Yehoshua,5,15,https://twitter.com/CarlosYehoshua/status/1558187335589793794,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
26,1558185373523742722,1558185373523742722,1660335317000.0,2022-08-12 15:15:17,-0500,,@AlmiranteSrio mitómano consuetudinario jamás bajó la banda de guerra del helicóptero ellos ya estaban esperando la llegada del pájaro y de la botarga no le hagas a la mmda.  C.c.p.- @INAImexico                @SFP_mx turno copia por la posible responsabilidad del AlmiranteSrio.  https://t.co/lRRs9KPjnv,es,[],[],1442130106034515971,1442130106034515971,GralCandido,General Brigadier Cándido Aguilar Vargas,5,15,https://twitter.com/GralCandido/status/1558185373523742722,[],['https://pbs.twimg.com/media/FZ_JVrlUsAEFAwY.jpg'],1,https://pbs.twimg.com/media/FZ_JVrlUsAEFAwY.jpg,False,22,0,21,,None,,,,,,,[],,,,
27,1558183440549351425,1554174265066491905,1660334856000.0,2022-08-12 15:07:36,-0500,,@AlmiranteSrio Este Almirante es igual de corrupto y vende patrias arrogante y malnacido que su patrón AMLO,es,[],[],1525531321828884480,1525531321828884480,Francis01622598,Francisco Martinez,5,15,https://twitter.com/Francis01622598/status/1558183440549351425,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
28,1558182767925596161,1558182767925596161,1660334696000.0,2022-08-12 15:04:56,-0500,,@AlmiranteSrio cual es la sancion por el uso de recursos de la marina para llevar mascota a estadio de base ball?,es,[],[],377189473,377189473,mercador2o,arturo mercado,5,15,https://twitter.com/mercador2o/status/1558182767925596161,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,
29,1558149597536522241,1558149597536522241,1660326787000.0,2022-08-12 12:53:07,-0500,,@AlmiranteSrio  @SEMAR_mx  ESTO ES CURRUPCION A LO DESCARADO NO TIRNE UD VERGÜENZA DE SER ASÍ DE CÍNICO Y SERVIL AL CORRUPTO @lopezobrador_   ??,es,[],[],1194840696936468480,1194840696936468480,staribera1,@staribera,5,12,https://twitter.com/staribera1/status/1558149597536522241,[],[],0,,False,0,0,0,https://twitter.com/OlmecasTabasco/status/1557786065137811460,None,,,,,,,[],,,,
30,1558146644079775744,1554174265066491905,1660326083000.0,2022-08-12 12:41:23,-0500,,@AlmiranteSrio ¿ Por qué hay una de sus naves transportando mascotas? Y no me refiero a @adan_augusto .,es,[],[],1113145563170705413,1113145563170705413,SanchezDeGres,Sánchez De Gres,5,12,https://twitter.com/SanchezDeGres/status/1558146644079775744,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
31,1558121256440020992,1554174265066491905,1660320030000.0,2022-08-12 11:00:30,-0500,,"@AlmiranteSrio Almirante, mañana es cumpleaños de una sobrina, me puede prestar un helicóptero 🚁 perrón, para que llegue a la fiesta, como la botarga de los Olmecas? @duendepregunton @CarlosLoret",es,[],[],1305919887936757770,1305919887936757770,MARIANO75798183,MARIANO VILLALOBOS,5,11,https://twitter.com/MARIANO75798183/status/1558121256440020992,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
32,1558114196767768583,1558114196767768583,1660318347000.0,2022-08-12 10:32:27,-0500,,"@AlmiranteSrio ahora solo falta q los elementos d la armada @SEMAR_mx sean acompañantes, no le da vergüenza obedecer las órdenes fuera d la ley d asno sicario corrupto inútil cínico cobarde hipócrita traidor parásito burgués d @lopezobrador_?",es,[],[],1501296045782822915,1501296045782822915,Roberto_CDMX_21,Roberto_CDMX_21,5,10,https://twitter.com/Roberto_CDMX_21/status/1558114196767768583,[],[],0,,False,1,0,1,https://twitter.com/julioastillero/status/1557925367817674752,None,,,,,,,[],,,,
33,1558112629020835840,1554174265066491905,1660317973000.0,2022-08-12 10:26:13,-0500,,"@AlmiranteSrio Mejor expliquenos señor secretario  Como es que mientras un padre de familia era asesinado delante de su familia en Chihuahua Un helicóptero de la marina era utilizado para transportar la botarga de un equipo de béisbol,curiosamente del equipo favorito del señor pestilente",es,[],[],1502115837314056227,1502115837314056227,AkuDaimakaimura,Aku 👹Panda🐼🐼🐼🐼,5,10,https://twitter.com/AkuDaimakaimura/status/1558112629020835840,[],[],0,,False,7,0,1,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
34,1558097708476518402,1554174265066491905,1660314416000.0,2022-08-12 09:26:56,-0500,,@AlmiranteSrio Ya nos enteramos del mal uso de los recursos que se estan haciendo en la marina. Pendejos hijos de perra.  https://t.co/fwIivRFKXv,es,[],[],3251925096,3251925096,a_malinois,L Na ,5,09,https://twitter.com/a_malinois/status/1558097708476518402,[],['https://pbs.twimg.com/media/FZ95eAWWYAE4i6g.jpg'],1,https://pbs.twimg.com/media/FZ95eAWWYAE4i6g.jpg,False,1,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
35,1558078761182052352,1554174265066491905,1660309899000.0,2022-08-12 08:11:39,-0500,,@AlmiranteSrio Almirante Ojeda está usted denigrando a nuestra Armada de México utilizando un aparato de ala rotativa para llevar a la cosa esa Tabasco  cuando a 14 hombres héroes mueren porque el reporte oficial que usted Avalo le faltó combustible. Se le olvidó porque llegó hasta donde esta,es,[],[],1537819447834161152,1537819447834161152,LuisFigueroa216,Luis Figueroa gomez,5,08,https://twitter.com/LuisFigueroa216/status/1558078761182052352,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
36,1558055528596738049,1558055528596738049,1660304359000.0,2022-08-12 06:39:19,-0500,,@AlmiranteSrio ⁉️⁉️⁉️⁉️⁉️⁉️,und,[],[],290442686,290442686,espiritutiflaut,ELENA PEREZ #PorMéxicoTodo,5,06,https://twitter.com/espiritutiflaut/status/1558055528596738049,[],[],0,,False,0,0,0,https://twitter.com/bereaguilarv/status/1557847508537094144,None,,,,,,,[],,,,
37,1557937864129843201,1557937864129843201,1660276306000.0,2022-08-11 22:51:46,-0500,,@AlmiranteSrio  para cuando???,es,[],[],1403242963904380928,1403242963904380928,CeciPac,✶★ 🎀 𝒞𝑒𝒸𝓎 𝒫𝒶𝒸 🎀 ★✶,4,22,https://twitter.com/CeciPac/status/1557937864129843201,[],[],0,,False,4,0,3,https://twitter.com/GralCandido/status/1557919293190426624,None,,,,,,,[],,,,
38,1557937147746942976,1557937147746942976,1660276135000.0,2022-08-11 22:48:55,-0500,,"@AlmiranteSrio ahora solo falta q los elementos d la armada @SEMAR_mx sean acompañantes, no le da vergüenza obedecer las órdenes fuera d la ley d asno sicario corrupto inútil cínico cobarde hipócrita traidor parásito burgués d @lopezobrador_?",es,[],[],1501296045782822915,1501296045782822915,Roberto_CDMX_21,Roberto_CDMX_21,4,22,https://twitter.com/Roberto_CDMX_21/status/1557937147746942976,[],[],0,,False,1,0,1,https://twitter.com/RahulkMex/status/1557908550655041539,None,,,,,,,[],,,,
39,1557936290330546176,1557936290330546176,1660275931000.0,2022-08-11 22:45:31,-0500,,"@AlmiranteSrio ahora solo falta q los elementos d la armada @SEMAR_mx sean acompañantes, no le da vergüenza obedecer las órdenes fuera d la ley d asno sicario corrupto inútil cínico cobarde hipócrita traidor parásito burgués d @lopezobrador_?",es,[],[],1501296045782822915,1501296045782822915,Roberto_CDMX_21,Roberto_CDMX_21,4,22,https://twitter.com/Roberto_CDMX_21/status/1557936290330546176,[],[],0,,False,1,0,1,https://twitter.com/Juan_OrtizMX/status/1557834093861257225,None,,,,,,,[],,,,
40,1557925820475342848,1557925820475342848,1660273435000.0,2022-08-11 22:03:55,-0500,,"@AlmiranteSrio ahora solo falta q los elementos d la armada @SEMAR_mx sean acompañantes, no le da vergüenza obedecer las órdenes fuera d la ley d asno sicario corrupto inútil cínico cobarde hipócrita traidor parásito burgués d @lopezobrador_?",es,[],[],1501296045782822915,1501296045782822915,Roberto_CDMX_21,Roberto_CDMX_21,4,22,https://twitter.com/Roberto_CDMX_21/status/1557925820475342848,[],[],0,,False,1,0,1,https://twitter.com/danieloso/status/1557871600418127873,None,,,,,,,[],,,,
41,1557906136023453696,1557906136023453696,1660268741000.0,2022-08-11 20:45:41,-0500,,@AlmiranteSrio @SEMAR_mx 👇,und,[],[],1027344334339751936,1027344334339751936,L0L43376797,Sólo Lola💃,4,20,https://twitter.com/L0L43376797/status/1557906136023453696,[],[],0,,False,0,0,0,https://twitter.com/MadresBuscan/status/1557876056803233794,None,,,,,,,[],,,,
42,1557886031885750277,1554174265066491905,1660263948000.0,2022-08-11 19:25:48,-0500,,@AlmiranteSrio ...  https://t.co/GPDKZJLYmS,und,[],[],875124418137264128,875124418137264128,motazumafeeltex,Jorge,4,19,https://twitter.com/motazumafeeltex/status/1557886031885750277,['https://twitter.com/JG181407/status/1557875219653607427?t=qeKjVTA_Lnwle9uBvHi_TQ&s=19'],[],0,,False,22,0,14,https://twitter.com/JG181407/status/1557875219653607427?t=qeKjVTA_Lnwle9uBvHi_TQ&s=19,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
43,1557879686352470018,1557879686352470018,1660262435000.0,2022-08-11 19:00:35,-0500,,"@AlmiranteSrio Rafael Ojeda, qué manera de ridiculizar y faltarle al respeto a la institución…, todo por seguir los caprichos de un payaso demente (ya no digamos el uso indebido de recursos públicos). Es una vergüenza",es,[],[],371579704,371579704,NissimBetesh,Nissim Betesh,4,19,https://twitter.com/NissimBetesh/status/1557879686352470018,[],[],0,,False,0,0,0,https://twitter.com/cesarmty/status/1557845633389985792,None,,,,,,,[],,,,
44,1557876764352958466,1557876764352958466,1660261739000.0,2022-08-11 18:48:59,-0500,,"@AlmiranteSrio le pregunto este si trae combustible, no se preste a las cochinadas del mesías respete su cargo",es,[],[],1180985492,1180985492,manny0728,Manny Rivers,4,18,https://twitter.com/manny0728/status/1557876764352958466,[],[],0,,False,0,0,0,https://twitter.com/latinus_us/status/1557841475685289984,None,,,,,,,[],,,,
45,1557872369728770051,1554174265066491905,1660260691000.0,2022-08-11 18:31:31,-0500,,@AlmiranteSrio Por favor almirante ya RENUNClE. Está haciéndole un daño lRREPARABLE a la lnstitución. La Aviación Naval bajo su mando (??) vive su PE0R momento. Se lo suplico... https://t.co/w5XUFz8of1,es,[],[],1491763030765432832,1491763030765432832,ServandoLledia1,Servando Lledias,4,18,https://twitter.com/ServandoLledia1/status/1557872369728770051,['https://latinus.us/2022/08/11/transportan-helicoptero-semar-mascota-equipo-beisbol-olmecas-tabasco/'],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
46,1557747358275977227,1557747358275977227,1660230886000.0,2022-08-11 10:14:46,-0500,,@AlmiranteSrio @SEMAR_mx ¿Que se siente que la RATA del CACAS haga menos al Comando Submarino y mande buzos del ejército? Es una vergüenza que portes ese uniforme. ........no lo mereces.,es,[],[],1495848142851432451,1495848142851432451,AngelMarino88,Angel C. Perez,4,10,https://twitter.com/AngelMarino88/status/1557747358275977227,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,
47,1557709340252979203,1554174265066491905,1660221822000.0,2022-08-11 07:43:42,-0500,,@AlmiranteSrio Cuándo el dictamen de la caída del helicóptero de la Marina? @lopezobrador_,es,[],[],1305919887936757770,1305919887936757770,MARIANO75798183,MARIANO VILLALOBOS,4,07,https://twitter.com/MARIANO75798183/status/1557709340252979203,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'AlmiranteSrio', 'name': 'Rafael Ojeda', 'id': '981644353'}]",,,,
48,1557576160581562368,1557576160581562368,1660190069000.0,2022-08-10 22:54:29,-0500,,@AlmiranteSrio en que momento van a defender a la Nación ante el crimen organizado,es,[],[],179368892,179368892,the_kuinz,Omar Tapia,3,22,https://twitter.com/the_kuinz/status/1557576160581562368,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,
49,1557556705508171777,1557556705508171777,1660185431000.0,2022-08-10 21:37:11,-0500,,"@AlmiranteSrio  eh bajado demasiado , pesaba 105 kilos y actualmente estoy pesando 77 , mido 1.66 y tengo buena condición física , pero me gustaría que me pudiera brindar su ayuda si se pudiera porfavor , en verdad quisiera formar parte de la infantería de marina, espero me lea.",es,[],[],1557555432083931137,1557555432083931137,JosuVil52635568,Josué Villarreal,3,21,https://twitter.com/JosuVil52635568/status/1557556705508171777,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,
50,1557556380277637120,1557556380277637120,1660185353000.0,2022-08-10 21:35:53,-0500,,"@AlmiranteSrio  Hola que tal , buenas noches almirante , se que no es la manera de contactarlo pero no encuentro otra forma y busco ayuda para poder ingresar a la marina como infante , pero por mi peso no me lo permiten , ya que estoy arriba de 5 kilos más , pero ya eh bajado de.",es,[],[],1557555432083931137,1557555432083931137,JosuVil52635568,Josué Villarreal,3,21,https://twitter.com/JosuVil52635568/status/1557556380277637120,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,
