Palabra 	 Primeras alineaciones 	 Segundas alineaciones 
14	[['14', 0], ['tras', 1.0436096431476471e-12], ['hablar', 2.6235680294917074e-11], ['derechos', 1.0543854678246589e-10], ['sistema', 2.0744173045983416e-10]]	[['14', 0], ['tras', 1.0436096431476471e-12], ['hablar', 2.6235680294917074e-11], ['derechos', 1.0543854678246589e-10], ['sistema', 2.0744150841522924e-10]]
140	[['140', 2.220446049250313e-16], ['seco', 2.1094237467877974e-15], ['diarios', 5.329070518200751e-15], ['darles', 2.1649348980190553e-14], ['juzgar', 8.604228440844963e-14]]	[['140', 0], ['seco', 2.3314683517128287e-15], ['diarios', 5.329070518200751e-15], ['darles', 2.142730437526552e-14], ['juzgar', 8.58202398035246e-14]]
15	[['15', 0], ['personas', 7.20068449311384e-12], ['mundo', 1.6114665157829222e-11], ['toda', 1.4410150850352466e-10], ['min', 1.4691770022778883e-10]]	[['15', 0], ['personas', 7.20068449311384e-12], ['mundo', 1.6114665157829222e-11], ['toda', 1.4410150850352466e-10], ['min', 1.4691770022778883e-10]]
150	[['150', 0], ['muerta', 7.105427357601002e-15], ['preparado', 5.788702850395566e-13], ['voto', 8.645306692756094e-13], ['bote', 8.696376951888851e-13]]	[['150', 0], ['muerta', 7.105427357601002e-15], ['preparado', 5.790923296444817e-13], ['voto', 8.645306692756094e-13], ['bote', 8.697487174913476e-13]]
15deseptiembre	[['15deseptiembre', 1.1102230246251565e-16], ['adrianalozanomx', 1.436151764067084e-06], ['verduleras', 5.002437593470965e-05], ['lopezdoriga', 0.0003883167895794015], ['ludthomp', 0.0004626705994813518]]	[['15deseptiembre', 0], ['adrianalozanomx', 1.436151764067084e-06], ['verduleras', 5.002437593470965e-05], ['lopezdoriga', 0.00038831678957951254], ['ludthomp', 0.0004626705994813518]]
16	[['16', 0], ['primer', 5.765621313713609e-11], ['comer', 9.512546306211789e-11], ['siento', 1.448829944905583e-10], ['primera', 1.686235595599328e-10]]	[['16', 0], ['primer', 5.765621313713609e-11], ['comer', 9.512546306211789e-11], ['siento', 1.4488321653516323e-10], ['primera', 1.686235595599328e-10]]
17	[['17', 2.220446049250313e-16], ['anlo', 2.396614977584477e-07], ['carlos', 2.7107662267100707e-06], ['podrido', 2.889423017737869e-06], ['equina', 5.085311479580135e-06]]	[['17', 0], ['anlo', 2.3966149786947e-07], ['carlos', 2.710766226821093e-06], ['podrido', 2.889423017737869e-06], ['equina', 5.085311479580135e-06]]
175	[['175', 0], ['loka', 2.73677474238454e-07], ['loret', 1.919245773529532e-06], ['conanp_mx', 2.218423754696275e-06], ['kks', 6.311062959452052e-06]]	[['175', 0], ['loka', 2.736774741274317e-07], ['loret', 1.919245773529532e-06], ['conanp_mx', 2.218423754696275e-06], ['kks', 6.311062959452052e-06]]
18	[['18', 0], ['año', 2.397415599375563e-12], ['mujer', 9.600653605446041e-12], ['den', 2.1626367363580812e-11], ['artículo', 3.813749316350368e-11]]	[['18', 0], ['año', 2.397415599375563e-12], ['mujer', 9.600653605446041e-12], ['den', 2.1626811452790662e-11], ['artículo', 3.813760418580614e-11]]
19	[['19', 2.220446049250313e-16], ['ma', 9.049538896022113e-12], ['pre', 8.092360115341535e-11], ['vi', 4.477473947162025e-10], ['pa', 5.708620243183304e-10]]	[['19', 0], ['ma', 9.049538896022113e-12], ['pre', 8.092360115341535e-11], ['vi', 4.477473947162025e-10], ['pa', 5.708620243183304e-10]]
1985	[['1985', 0], ['sientes', 1.362243651215067e-13], ['impuestos', 2.1271873151818e-13], ['loca', 3.0730973321624333e-13], ['momentos', 5.441203043687892e-13]]	[['1985', 0], ['sientes', 1.362243651215067e-13], ['impuestos', 2.1271873151818e-13], ['loca', 3.0753177782116836e-13], ['momentos', 5.443423489737143e-13]]
1990	[['1990', 2.220446049250313e-16], ['asesina', 3.952393967665557e-14], ['grave', 3.54605234065275e-13], ['exactamente', 6.321609902215641e-13], ['mensaje', 9.839906667252762e-13]]	[['1990', 0], ['asesina', 3.952393967665557e-14], ['grave', 3.54605234065275e-13], ['exactamente', 6.321609902215641e-13], ['mensaje', 9.839906667252762e-13]]
19s	[['19s', 1.1102230246251565e-16], ['app', 1.8644508159582074e-10], ['ana', 3.2349560497024754e-07], ['cash', 1.8898704957637236e-06], ['perr', 2.7061704426234456e-06]]	[['19s', 0], ['app', 1.8644508159582074e-10], ['ana', 3.2349560497024754e-07], ['cash', 1.8898704957637236e-06], ['perr', 2.7061704426234456e-06]]
20	[['20', 0], ['sal', 2.033673229817623e-11], ['tan', 2.045064118050277e-11], ['ah', 1.265756388590944e-10], ['pos', 2.183926040011386e-09]]	[['20', 0], ['sal', 2.0336843320478692e-11], ['tan', 2.045064118050277e-11], ['ah', 1.265756388590944e-10], ['pos', 2.1839261510336883e-09]]
200	[['200', 2.220446049250313e-16], ['as', 1.205208932653079e-09], ['ca', 1.3599464887548152e-09], ['ver', 3.1840251546455534e-09], ['pa', 4.115912166646751e-09]]	[['200', 0], ['as', 1.205208932653079e-09], ['ca', 1.35994671079942e-09], ['ver', 3.1840251546455534e-09], ['pa', 4.115912166646751e-09]]
2000	[['2000', 0], ['julio', 1.4712675522332574e-12], ['ello', 5.9110494277092585e-12], ['visto', 1.3203771409564524e-11], ['idea', 1.8141821378492295e-11]]	[['2000', 0], ['julio', 1.47137857453572e-12], ['ello', 5.910938405406796e-12], ['visto', 1.3203771409564524e-11], ['idea', 1.8141821378492295e-11]]
2006	[['2006', 2.220446049250313e-16], ['lado', 4.1511238890734603e-13], ['seguro', 6.62869759082696e-12], ['social', 3.388467284537455e-11], ['pasado', 5.930400615028475e-11]]	[['2006', 0], ['lado', 4.1511238890734603e-13], ['seguro', 6.62869759082696e-12], ['social', 3.388456182307209e-11], ['pasado', 5.930378410567982e-11]]
2008	[['2008', 0], ['empresas', 1.056044141023449e-12], ['cinco', 4.207523218724418e-12], ['importa', 6.6135985576920575e-12], ['frente', 9.529932398777419e-12]]	[['2008', 0], ['empresas', 1.056044141023449e-12], ['cinco', 4.207523218724418e-12], ['importa', 6.61370957999452e-12], ['frente', 9.530043421079881e-12]]
2013	[['2013', 0], ['podrán', 5.384581669432009e-14], ['comida', 2.1571633368466792e-13], ['feliz', 8.647527138805344e-13], ['tío', 1.3458123504506148e-12]]	[['2013', 0], ['podrán', 5.395683899678261e-14], ['comida', 2.156053113822054e-13], ['feliz', 8.647527138805344e-13], ['tío', 1.3457013281481522e-12]]
2014	[['2014', 0], ['estilo', 3.674838211509268e-14], ['asegurar', 1.7928991624671653e-12], ['propiedad', 2.34079422511968e-12], ['recibir', 2.355893258254582e-12]]	[['2014', 0], ['estilo', 3.674838211509268e-14], ['asegurar', 1.7928991624671653e-12], ['propiedad', 2.34079422511968e-12], ['recibir', 2.3561153028595072e-12]]
2017	[['2017', 1.1102230246251565e-16], ['tarada', 1.2349412759071754e-07], ['elena', 2.8135173230081634e-06], ['transas', 5.902732092777363e-06], ['órale', 1.0518577174933874e-05]]	[['2017', 0], ['tarada', 1.2349412759071754e-07], ['elena', 2.8135173227861188e-06], ['transas', 5.902732092777363e-06], ['órale', 1.0518577174933874e-05]]
2018	[['2018', 0], ['sujeto', 1.5687451337953462e-13], ['abuelo', 2.786659791809143e-13], ['abuela', 7.350786646043161e-13], ['vuelva', 8.58202398035246e-13]]	[['2018', 0], ['sujeto', 1.5698553568199713e-13], ['abuelo', 2.787770014833768e-13], ['abuela', 7.353007092092412e-13], ['vuelva', 8.58202398035246e-13]]
2021	[['2021', 0], ['2022', 4.225405692004358e-09], ['2023', 5.172826034183231e-08], ['2024', 9.193402528140382e-08], ['2028', 1.1267518718049985e-07]]	[['2021', 0], ['2022', 4.225405469959753e-09], ['2023', 5.1728260119787706e-08], ['2024', 9.193402517038152e-08], ['2028', 1.1267518695845524e-07]]
2022	[['2022', 0], ['2021', 4.225405692004358e-09], ['2023', 2.6385244877857872e-08], ['2024', 5.6740728004989194e-08], ['2028', 7.326123674378238e-08]]	[['2022', 0], ['2021', 4.225405469959753e-09], ['2023', 2.6385245099902477e-08], ['2024', 5.674072789396689e-08], ['2028', 7.326123652173777e-08]]
2023	[['2023', 0], ['2024', 5.740754649430357e-09], ['2028', 1.1714333614243344e-08], ['2022', 2.6385244877857872e-08], ['2021', 5.172826034183231e-08]]	[['2023', 0], ['2024', 5.740754538408055e-09], ['2028', 1.1714333392198739e-08], ['2022', 2.6385245099902477e-08], ['2021', 5.1728260119787706e-08]]
2024	[['2024', 2.220446049250313e-16], ['2028', 1.0539765726846895e-09], ['2023', 5.740754538408055e-09], ['2022', 5.674072789396689e-08], ['2021', 9.193402517038152e-08]]	[['2024', 0], ['2028', 1.0539765726846895e-09], ['2023', 5.740754538408055e-09], ['2022', 5.674072789396689e-08], ['2021', 9.193402517038152e-08]]
2028	[['2028', 0], ['2024', 1.0539767947292944e-09], ['2023', 1.1714333614243344e-08], ['2022', 7.326123674378238e-08], ['2021', 1.1267518718049985e-07]]	[['2028', 0], ['2024', 1.0539765726846895e-09], ['2023', 1.1714333392198739e-08], ['2022', 7.326123652173777e-08], ['2021', 1.1267518695845524e-07]]
2030	[['2030', 0], ['cobras', 4.85073718525797e-07], ['cobran', 5.00403667724747e-07], ['desinformación', 1.4306459535928795e-06], ['bobos', 2.0167867739173673e-06]]	[['2030', 0], ['cobras', 4.85073718525797e-07], ['cobran', 5.00403667724747e-07], ['desinformación', 1.4306459533708349e-06], ['bobos', 2.016786773806345e-06]]
21	[['21', 2.220446049250313e-16], ['equipo', 1.3381518115807012e-11], ['datos', 1.9253931782259315e-11], ['particular', 2.618560923650648e-11], ['control', 2.6478930159612446e-11]]	[['21', 0], ['equipo', 1.3381074026597162e-11], ['datos', 1.925370973765439e-11], ['particular', 2.6185387191901555e-11], ['control', 2.647870811500752e-11]]
22	[['22', 2.220446049250313e-16], ['bueno', 2.0825563495918686e-12], ['agua', 4.681921517146748e-12], ['horas', 1.3087864125793658e-11], ['mientras', 1.8861023853844472e-11]]	[['22', 0], ['bueno', 2.0825563495918686e-12], ['agua', 4.681921517146748e-12], ['horas', 1.3087642081188733e-11], ['mientras', 1.8861023853844472e-11]]
23	[['23', 0], ['cabe', 3.6060043839825084e-12], ['hora', 6.406097874389616e-12], ['meses', 6.444178524134259e-12], ['proceso', 3.231204193099302e-11]]	[['23', 0], ['cabe', 3.606115406284971e-12], ['hora', 6.406319918994541e-12], ['meses', 6.444178524134259e-12], ['proceso', 3.231204193099302e-11]]
24	[['24', 2.220446049250313e-16], ['allí', 5.130340596792848e-13], ['tarde', 1.8362977804997627e-11], ['agua', 3.300637541059359e-11], ['bueno', 4.1806558215284895e-11]]	[['24', 0], ['allí', 5.128120150743598e-13], ['tarde', 1.8362755760392702e-11], ['agua', 3.3006153365988666e-11], ['bueno', 4.180633617067997e-11]]
25	[['25', 2.220446049250313e-16], ['niños', 7.301936832959655e-13], ['puedes', 2.917999175622299e-12], ['hacia', 1.1651568598836093e-11], ['podría', 4.708944345566124e-11]]	[['25', 0], ['niños', 7.300826609935029e-13], ['puedes', 2.917999175622299e-12], ['hacia', 1.1651568598836093e-11], ['podría', 4.708944345566124e-11]]
26	[['26', 0], ['aunque', 3.480549182199866e-13], ['según', 1.3892220707134584e-12], ['amor', 3.1235014574804154e-12], ['auto', 5.54878365477407e-12]]	[['26', 0], ['aunque', 3.4794389591752406e-13], ['según', 1.3892220707134584e-12], ['amor', 3.1235014574804154e-12], ['auto', 5.54878365477407e-12]]
27	[['27', 2.220446049250313e-16], ['votan', 5.073417697398774e-06], ['delegada', 5.280290431231016e-06], ['arda', 8.694064237202426e-06], ['irresponsabilidad', 1.079252996494251e-05]]	[['27', 0], ['votan', 5.073417697731841e-06], ['delegada', 5.2802904313420385e-06], ['arda', 8.694064237202426e-06], ['irresponsabilidad', 1.079252996494251e-05]]
28	[['28', 0], ['partir', 2.9187763317395365e-13], ['pen', 2.922107000813412e-13], ['plazo', 2.634448215133034e-12], ['quedar', 4.661160346586257e-12]]	[['28', 0], ['partir', 2.9187763317395365e-13], ['pen', 2.922107000813412e-13], ['plazo', 2.6345592374354965e-12], ['quedar', 4.661160346586257e-12]]
30	[['30', 0], ['san', 1.7587153955389567e-11], ['noche', 7.008182922874084e-11], ['voy', 1.5708734313335526e-10], ['gente', 1.8418522262919623e-10]]	[['30', 0], ['san', 1.7587153955389567e-11], ['noche', 7.008182922874084e-11], ['voy', 1.5708745415565772e-10], ['gente', 1.8418522262919623e-10]]
300	[['300', 0], ['visita', 1.5987211554602254e-14], ['raro', 1.438849039914203e-13], ['hacía', 2.566835632933362e-13], ['modificación', 5.777600620149315e-13]]	[['300', 0], ['visita', 1.5987211554602254e-14], ['raro', 1.438849039914203e-13], ['hacía', 2.566835632933362e-13], ['modificación', 5.77871084317394e-13]]
35	[['35', 2.220446049250313e-16], ['función', 1.0824674490095276e-13], ['campo', 4.326539126964235e-13], ['necesito', 4.334310688136611e-13], ['tipos', 9.726663918740996e-13]]	[['35', 0], ['función', 1.0824674490095276e-13], ['campo', 4.3243186809149847e-13], ['necesito', 4.334310688136611e-13], ['tipos', 9.726663918740996e-13]]
40	[['40', 0], ['formación', 1.9462209621678994e-13], ['tele', 1.7486012637846216e-12], ['the', 4.8504533722848464e-12], ['señal', 7.032263660278204e-12]]	[['40', 0], ['formación', 1.9462209621678994e-13], ['tele', 1.7483792191796965e-12], ['the', 4.8504533722848464e-12], ['señal', 7.032263660278204e-12]]
43	[['43', 2.220446049250313e-16], ['debate', 1.7474910407599964e-13], ['permitir', 3.9268588380991787e-13], ['dolor', 1.0873524303178783e-12], ['quieren', 1.0919043447188415e-12]]	[['43', 0], ['debate', 1.745270594710746e-13], ['permitir', 3.9268588380991787e-13], ['dolor', 1.0871303857129533e-12], ['quieren', 1.0916823001139164e-12]]
46	[['46', 2.220446049250313e-16], ['500', 4.707345624410664e-14], ['categoría', 4.233280392895722e-13], ['honor', 4.2432724001173483e-13], ['fondo', 7.519540545786185e-13]]	[['46', 0], ['500', 4.707345624410664e-14], ['categoría', 4.2310599468464716e-13], ['honor', 4.2432724001173483e-13], ['fondo', 7.519540545786185e-13]]
4a	[['4a', 0], ['4t', 6.231493099306817e-11], ['manu', 1.0222675372872914e-08], ['creé', 3.223515143702116e-08], ['info', 4.2575799219513044e-08]]	[['4a', 0], ['4t', 6.231504201537064e-11], ['manu', 1.0222675483895216e-08], ['creé', 3.223515143702116e-08], ['info', 4.2575799330535347e-08]]
4t	[['4t', 0], ['4a', 6.231504201537064e-11], ['manu', 8.688727848316091e-09], ['creé', 3.5132018294525835e-08], ['info', 3.9380478211725745e-08]]	[['4t', 0], ['4a', 6.231504201537064e-11], ['manu', 8.688727737293789e-09], ['creé', 3.5132018294525835e-08], ['info', 3.938047810070344e-08]]
4ta	[['4ta', 0], ['amén', 8.601234743332853e-07], ['estela', 1.4656690379144521e-06], ['repartiendo', 3.5323782792140435e-06], ['arde', 4.7891194360216716e-06]]	[['4ta', 0], ['amén', 8.601234741112407e-07], ['estela', 1.4656690378034298e-06], ['repartiendo', 3.532378279103021e-06], ['arde', 4.7891194360216716e-06]]
50	[['50', 0], ['conmigo', 4.770850381419223e-12], ['plazo', 2.9533264722658714e-11], ['pen', 4.24696944278935e-11], ['28', 4.98088237321781e-11]]	[['50', 0], ['conmigo', 4.770850381419223e-12], ['plazo', 2.953315370035625e-11], ['pen', 4.24696944278935e-11], ['28', 4.980893475448056e-11]]
500	[['500', 0], ['46', 4.707345624410664e-14], ['categoría', 1.8807178037150152e-13], ['fondo', 4.2288395007972213e-13], ['honor', 7.537304114180188e-13]]	[['500', 0], ['46', 4.707345624410664e-14], ['categoría', 1.8784973576657649e-13], ['fondo', 4.226619054747971e-13], ['honor', 7.537304114180188e-13]]
60	[['60', 2.220446049250313e-16], ['pronto', 1.326716514427062e-13], ['dado', 5.322409180053e-13], ['reunión', 3.3144598177159423e-12], ['simple', 6.540323838066797e-12]]	[['60', 0], ['pronto', 1.3289369604763124e-13], ['dado', 5.323519403077626e-13], ['reunión', 3.3144598177159423e-12], ['simple', 6.540545882671722e-12]]
61	[['61', 1.1102230246251565e-16], ['partidos', 2.1094237467877974e-14], ['perro', 1.8884893648873913e-13], ['hacemos', 3.3573144264664734e-13], ['digas', 3.3661962106634746e-13]]	[['61', 0], ['partidos', 2.098321516541546e-14], ['perro', 1.8884893648873913e-13], ['hacemos', 3.3573144264664734e-13], ['digas', 3.3661962106634746e-13]]
68	[['68', 1.1102230246251565e-16], ['deuda', 4.9182879990894435e-14], ['verlo', 4.929390229335695e-14], ['inicio', 1.9662049766111522e-13], ['regreso', 1.9706458687096529e-13]]	[['68', 0], ['deuda', 4.9182879990894435e-14], ['verlo', 4.9182879990894435e-14], ['inicio', 1.965094753586527e-13], ['regreso', 1.9695356456850277e-13]]
70	[['70', 0], ['ka', 1.3259803477438936e-08], ['ke', 1.342730715503393e-08], ['we', 3.8228926590999635e-07], ['pq', 6.178810372237109e-07]]	[['70', 0], ['ka', 1.3259803366416634e-08], ['ke', 1.342730715503393e-08], ['we', 3.8228926568795174e-07], ['pq', 6.178810372237109e-07]]
80	[['80', 0], ['red', 6.45039577307216e-14], ['médico', 2.582378755278114e-13], ['abajo', 1.6086021403793893e-12], ['deberá', 3.1498137431640316e-12]]	[['80', 0], ['red', 6.45039577307216e-14], ['médico', 2.582378755278114e-13], ['abajo', 1.6086021403793893e-12], ['deberá', 3.1498137431640316e-12]]
90	[['90', 1.1102230246251565e-16], ['acciones', 7.486233855047431e-13], ['tratamiento', 3.0083713298267867e-12], ['pequeña', 4.068301251436424e-12], ['necesidades', 1.0136669281735067e-11]]	[['90', 0], ['acciones', 7.486233855047431e-13], ['tratamiento', 3.0083713298267867e-12], ['pequeña', 4.0680792068314986e-12], ['necesidades', 1.0136669281735067e-11]]
911	[['911', 0], ['pases', 1.1324274851176597e-14], ['tigre', 2.098321516541546e-14], ['pertenecer', 4.907185768843192e-14], ['horribles', 5.806466418789569e-14]]	[['911', 0], ['pases', 1.1324274851176597e-14], ['tigre', 2.098321516541546e-14], ['pertenecer', 4.907185768843192e-14], ['horribles', 5.806466418789569e-14]]
95	[['95', 0], ['esperando', 3.11972669919669e-14], ['normal', 2.794431352981519e-13], ['llegado', 1.1166623181679824e-12], ['blanco', 1.1221024109886457e-12]]	[['95', 0], ['esperando', 3.11972669919669e-14], ['normal', 2.794431352981519e-13], ['llegado', 1.116773340470445e-12], ['blanco', 1.1221024109886457e-12]]
99	[['99', 1.1102230246251565e-16], ['cuadro', 1.7219559111936178e-13], ['laboral', 1.7252865802674933e-13], ['espíritu', 3.0586644328423063e-13], ['estudiantes', 6.907807659217724e-13]]	[['99', 0], ['cuadro', 1.7208456881689926e-13], ['laboral', 1.724176357242868e-13], ['espíritu', 3.0586644328423063e-13], ['estudiantes', 6.905587213168474e-13]]
_brendaespinoza	[['_brendaespinoza', 2.220446049250313e-16], ['lapse', 1.967084925968976e-05], ['mauser', 4.7332181874248924e-05], ['karladz95', 0.0001008647097548998], ['poquianchi', 0.00021622686316646877]]	[['_brendaespinoza', 0], ['lapse', 1.9670849259467715e-05], ['mauser', 4.7332181874248924e-05], ['karladz95', 0.0001008647097548998], ['poquianchi', 0.00021622686316669082]]
_marthaguerrero	[['_marthaguerrero', 2.220446049250313e-16], ['urraca', 5.8870449826331495e-05], ['gárgola', 0.00012498542947780855], ['contraloriacdmx', 0.000401185245403779], ['calbert57', 0.0005821225501956295]]	[['_marthaguerrero', 0], ['urraca', 5.887044982644252e-05], ['gárgola', 0.00012498542947780855], ['contraloriacdmx', 0.000401185245403779], ['calbert57', 0.0005821225501956295]]
_vicenteserrano	[['_vicenteserrano', 0], ['exelente', 4.94242867259409e-05], ['kenialopezr', 0.0003867535857767779], ['nahle', 0.0004262148233821206], ['siiii', 0.0007349574800225023]]	[['_vicenteserrano', 0], ['exelente', 4.94242867259409e-05], ['kenialopezr', 0.0003867535857767779], ['nahle', 0.0004262148233821206], ['siiii', 0.0007349574800225023]]
a_gurria	[['a_gurria', 0], ['niperdonniolvido', 0.00021419847520609547], ['comadres', 0.0005768897716612598], ['tualcaldiagam', 0.0008397042034997693], ['alitomorenoc', 0.0016318112285893527]]	[['a_gurria', 0], ['niperdonniolvido', 0.00021419847520631752], ['comadres', 0.0005768897716617039], ['tualcaldiagam', 0.0008397042034997693], ['alitomorenoc', 0.0016318112285895747]]
a_montielr	[['a_montielr', 0], ['gobiernocorruptoymentiroso', 0.0002846092032103842], ['cartoncalderon', 0.00029460202451614403], ['lacayos', 0.00140023350511842], ['migajas', 0.0014179864633924177]]	[['a_montielr', 0], ['gobiernocorruptoymentiroso', 0.00028460920321060623], ['cartoncalderon', 0.0002946020245164771], ['lacayos', 0.0014002335051189752], ['migajas', 0.0014179864633926398]]
aaah	[['aaah', 0], ['dedazo', 0.00011569745068418236], ['lumendoz', 0.0001245300330239285], ['verodelgadillog', 0.0004681733046784098], ['prianistas', 0.0012342538261337355]]	[['aaah', 0], ['dedazo', 0.00011569745068418236], ['lumendoz', 0.0001245300330239285], ['verodelgadillog', 0.0004681733046784098], ['prianistas', 0.0012342538261337355]]
aatayder	[['aatayder', 2.220446049250313e-16], ['desplome', 0.00021365902609182807], ['verodelgadillog', 0.00030407859368764], ['conabio', 0.00031741439770660573], ['lumendoz', 0.0006982871704527271]]	[['aatayder', 0], ['desplome', 0.00021365902609182807], ['verodelgadillog', 0.00030407859368786205], ['conabio', 0.00031741439770671676], ['lumendoz', 0.0006982871704529492]]
abajo	[['abajo', 1.1102230246251565e-16], ['deberá', 2.5646151868841116e-13], ['presupuesto', 5.767608612927688e-13], ['80', 1.6086021403793893e-12], ['opinión', 2.304378909911975e-12]]	[['abajo', 0], ['deberá', 2.5646151868841116e-13], ['presupuesto', 5.767608612927688e-13], ['80', 1.6086021403793893e-12], ['opinión', 2.304378909911975e-12]]
abandonadas	[['abandonadas', 0], ['cómplices', 1.0582687459681495e-07], ['tirano', 3.321284213209097e-07], ['farol', 3.724675240457387e-07], ['inauguraron', 4.320491789888692e-07]]	[['abandonadas', 0], ['cómplices', 1.0582687437477034e-07], ['tirano', 3.321284210988651e-07], ['farol', 3.724675238236941e-07], ['inauguraron', 4.320491788778469e-07]]
abandono	[['abandono', 0], ['inocentes', 3.4416913763379853e-15], ['comedia', 3.164135620181696e-14], ['curioso', 5.6066262743570405e-14], ['justifica', 6.616929226765933e-14]]	[['abandono', 0], ['inocentes', 3.3306690738754696e-15], ['comedia', 3.175237850427948e-14], ['curioso', 5.617728504603292e-14], ['justifica', 6.616929226765933e-14]]
abasto	[['abasto', 0], ['mamona', 4.4077899552519284e-08], ['insultos', 1.5369088357530813e-07], ['moralmente', 2.0672996925430454e-07], ['quincena', 2.7953308545658473e-07]]	[['abasto', 0], ['mamona', 4.4077899552519284e-08], ['insultos', 1.5369088335326353e-07], ['moralmente', 2.0672996903225993e-07], ['quincena', 2.7953308545658473e-07]]
abc	[['abc', 0], ['informo', 9.80934888872298e-10], ['ahh', 1.5793922725215737e-08], ['tere', 5.699982275064741e-08], ['lozano', 1.5836202804653254e-07]]	[['abc', 0], ['informo', 9.80934888872298e-10], ['ahh', 1.579392283623804e-08], ['tere', 5.699982275064741e-08], ['lozano', 1.5836202804653254e-07]]
abelinalopezr	[['abelinalopezr', 2.220446049250313e-16], ['sylbeltrones', 0.00032162539027091874], ['infobae', 0.0005552747632198152], ['atypicalteve', 0.0009459410827868941], ['alelagunes', 0.0016684645398908904]]	[['abelinalopezr', 0], ['sylbeltrones', 0.0003216253902706967], ['infobae', 0.0005552747632195931], ['atypicalteve', 0.0009459410827867831], ['alelagunes', 0.0016684645398908904]]
aberración	[['aberración', 2.220446049250313e-16], ['payasada', 1.2585028907885487e-08], ['lacra', 2.327771586596583e-08], ['arribista', 3.530509440352603e-08], ['inmoral', 1.2264127535743796e-07]]	[['aberración', 0], ['payasada', 1.2585028907885487e-08], ['lacra', 2.3277715976988134e-08], ['arribista', 3.530509440352603e-08], ['inmoral', 1.2264127513539336e-07]]
