Palabra 	 Primeras alineaciones 	 Segundas alineaciones 
17	[['17', 2.220446049250313e-16], ['anlo', 2.396614977584477e-07], ['carlos', 2.7107662267100707e-06], ['poblanos', 5.277611847209762e-06], ['votan', 2.7806735906632518e-05]]	[['17', 0], ['anlo', 2.3966149786947e-07], ['carlos', 2.710766226821093e-06], ['poblanos', 5.277611847209762e-06], ['votan', 2.7806735906965585e-05]]
18	[['18', 0], ['año', 2.397415599375563e-12], ['mujer', 9.600653605446041e-12], ['den', 2.1626367363580812e-11], ['artículo', 3.813749316350368e-11]]	[['18', 0], ['año', 2.397415599375563e-12], ['mujer', 9.600653605446041e-12], ['den', 2.1626811452790662e-11], ['artículo', 3.813760418580614e-11]]
19	[['19', 2.220446049250313e-16], ['ma', 9.049538896022113e-12], ['vi', 4.477473947162025e-10], ['pa', 5.708620243183304e-10], ['ten', 1.1128589161302216e-09]]	[['19', 0], ['ma', 9.049538896022113e-12], ['vi', 4.477473947162025e-10], ['pa', 5.708620243183304e-10], ['ten', 1.1128589161302216e-09]]
20	[['20', 0], ['sal', 2.033673229817623e-11], ['tan', 2.045064118050277e-11], ['ah', 1.265756388590944e-10], ['pos', 2.183926040011386e-09]]	[['20', 0], ['sal', 2.0336843320478692e-11], ['tan', 2.045064118050277e-11], ['ah', 1.265756388590944e-10], ['pos', 2.1839261510336883e-09]]
200	[['200', 2.220446049250313e-16], ['as', 1.205208932653079e-09], ['ver', 3.1840251546455534e-09], ['pa', 4.115912166646751e-09], ['19', 7.752466779642475e-09]]	[['200', 0], ['as', 1.205208932653079e-09], ['ver', 3.1840251546455534e-09], ['pa', 4.115912166646751e-09], ['19', 7.75246655759787e-09]]
2017	[['2017', 1.1102230246251565e-16], ['ecocida', 4.450228291430491e-06], ['órale', 1.0518577174933874e-05], ['incansable', 4.9372623383003855e-05], ['panzón', 8.316622867243773e-05]]	[['2017', 0], ['ecocida', 4.450228291319469e-06], ['órale', 1.0518577174933874e-05], ['incansable', 4.9372623383003855e-05], ['panzón', 8.316622867243773e-05]]
2018	[['2018', 0], ['sujeto', 1.5687451337953462e-13], ['abuelo', 2.786659791809143e-13], ['abuela', 7.350786646043161e-13], ['vuelva', 8.58202398035246e-13]]	[['2018', 0], ['sujeto', 1.5698553568199713e-13], ['abuelo', 2.787770014833768e-13], ['abuela', 7.353007092092412e-13], ['vuelva', 8.58202398035246e-13]]
2021	[['2021', 0], ['2022', 4.225405692004358e-09], ['2023', 5.172826034183231e-08], ['2024', 9.193402528140382e-08], ['leon', 1.0750725187858023e-06]]	[['2021', 0], ['2022', 4.225405469959753e-09], ['2023', 5.1728260119787706e-08], ['2024', 9.193402517038152e-08], ['leon', 1.0750725187858023e-06]]
2022	[['2022', 0], ['2021', 4.225405692004358e-09], ['2023', 2.6385244877857872e-08], ['2024', 5.6740728004989194e-08], ['leon', 9.4450008680802e-07]]	[['2022', 0], ['2021', 4.225405469959753e-09], ['2023', 2.6385245099902477e-08], ['2024', 5.674072789396689e-08], ['leon', 9.4450008680802e-07]]
2023	[['2023', 0], ['2024', 5.740754649430357e-09], ['2022', 2.6385244877857872e-08], ['2021', 5.172826034183231e-08], ['leon', 6.551585410852212e-07]]	[['2023', 0], ['2024', 5.740754538408055e-09], ['2022', 2.6385245099902477e-08], ['2021', 5.1728260119787706e-08], ['leon', 6.551585410852212e-07]]
2024	[['2024', 2.220446049250313e-16], ['2023', 5.740754538408055e-09], ['2022', 5.674072789396689e-08], ['2021', 9.193402517038152e-08], ['leon', 5.38243647874026e-07]]	[['2024', 0], ['2023', 5.740754538408055e-09], ['2022', 5.674072789396689e-08], ['2021', 9.193402517038152e-08], ['leon', 5.382436480960706e-07]]
2030	[['2030', 0], ['cobran', 5.00403667724747e-07], ['urnas', 2.285777620403273e-06], ['bots', 5.720699525868511e-06], ['nmas', 7.644224857661364e-06]]	[['2030', 0], ['cobran', 5.00403667724747e-07], ['urnas', 2.285777620403273e-06], ['bots', 5.720699525868511e-06], ['nmas', 7.644224857328297e-06]]
22	[['22', 2.220446049250313e-16], ['bueno', 2.0825563495918686e-12], ['agua', 4.681921517146748e-12], ['horas', 1.3087864125793658e-11], ['mientras', 1.8861023853844472e-11]]	[['22', 0], ['bueno', 2.0825563495918686e-12], ['agua', 4.681921517146748e-12], ['horas', 1.3087642081188733e-11], ['mientras', 1.8861023853844472e-11]]
24	[['24', 2.220446049250313e-16], ['allí', 5.130340596792848e-13], ['tarde', 1.8362977804997627e-11], ['agua', 3.300637541059359e-11], ['bueno', 4.1806558215284895e-11]]	[['24', 0], ['allí', 5.128120150743598e-13], ['tarde', 1.8362755760392702e-11], ['agua', 3.3006153365988666e-11], ['bueno', 4.180633617067997e-11]]
26	[['26', 0], ['aunque', 3.480549182199866e-13], ['según', 1.3892220707134584e-12], ['amor', 3.1235014574804154e-12], ['auto', 5.54878365477407e-12]]	[['26', 0], ['aunque', 3.4794389591752406e-13], ['según', 1.3892220707134584e-12], ['amor', 3.1235014574804154e-12], ['auto', 5.54878365477407e-12]]
30	[['30', 0], ['san', 1.7587153955389567e-11], ['noche', 7.008182922874084e-11], ['voy', 1.5708734313335526e-10], ['gente', 1.8418522262919623e-10]]	[['30', 0], ['san', 1.7587153955389567e-11], ['noche', 7.008182922874084e-11], ['voy', 1.5708745415565772e-10], ['gente', 1.8418522262919623e-10]]
35	[['35', 2.220446049250313e-16], ['función', 1.0824674490095276e-13], ['campo', 4.326539126964235e-13], ['bastante', 2.6989521728637555e-12], ['instituciones', 2.713496094486345e-12]]	[['35', 0], ['función', 1.0824674490095276e-13], ['campo', 4.3243186809149847e-13], ['bastante', 2.6991742174686806e-12], ['instituciones', 2.7136071167888076e-12]]
40	[['40', 0], ['the', 4.8504533722848464e-12], ['señal', 7.032263660278204e-12], ['pan', 2.3709478824684993e-11], ['supuesto', 2.7818747305730085e-11]]	[['40', 0], ['the', 4.8504533722848464e-12], ['señal', 7.032263660278204e-12], ['pan', 2.370936780238253e-11], ['supuesto', 2.781852526112516e-11]]
4a	[['4a', 0], ['4t', 6.231493099306817e-11], ['5o', 1.1645499176093921e-07], ['prd', 2.3617423550170713e-07], ['rt', 3.162631765363244e-07]]	[['4a', 0], ['4t', 6.231504201537064e-11], ['5o', 1.1645499176093921e-07], ['prd', 2.3617423572375174e-07], ['rt', 3.162631766473467e-07]]
4t	[['4t', 0], ['4a', 6.231504201537064e-11], ['5o', 1.2190496612163315e-07], ['prd', 2.2856404002791209e-07], ['rt', 3.2520410719882875e-07]]	[['4t', 0], ['4a', 6.231504201537064e-11], ['5o', 1.2190496612163315e-07], ['prd', 2.2856404002791209e-07], ['rt', 3.2520410719882875e-07]]
4ta	[['4ta', 0], ['pinches', 2.482009473148139e-05], ['mediocre', 2.8639863768664675e-05], ['pepe', 3.766562299301057e-05], ['tranza', 6.88497570274782e-05]]	[['4ta', 0], ['pinches', 2.482009473148139e-05], ['mediocre', 2.8639863768553653e-05], ['pepe', 3.766562299301057e-05], ['tranza', 6.88497570274782e-05]]
50	[['50', 0], ['pen', 4.24696944278935e-11], ['partir', 5.772704536610718e-11], ['sur', 5.884648324183672e-11], ['quedar', 8.494394077018796e-11]]	[['50', 0], ['pen', 4.24696944278935e-11], ['partir', 5.772704536610718e-11], ['sur', 5.884648324183672e-11], ['quedar', 8.494394077018796e-11]]
500	[['500', 0], ['fondo', 4.2288395007972213e-13], ['honor', 7.537304114180188e-13], ['ciudadanos', 1.1732836924238654e-12], ['niveles', 1.6974199823494018e-12]]	[['500', 0], ['fondo', 4.226619054747971e-13], ['honor', 7.537304114180188e-13], ['ciudadanos', 1.1732836924238654e-12], ['niveles', 1.6974199823494018e-12]]
5años	[['5años', 2.220446049250313e-16], ['asta', 5.277818702076331e-07], ['escalar', 8.39043812905782e-06], ['nobel', 1.7003610913390865e-05], ['sige', 4.173338916813041e-05]]	[['5años', 0], ['asta', 5.277818703186554e-07], ['escalar', 8.39043812905782e-06], ['nobel', 1.7003610913390865e-05], ['sige', 4.173338916824143e-05]]
5informe	[['5informe', 0], ['5informedegobierno', 0], ['5informeedomex', 0], ['5informeedoméx', 0], ['toinformeedomex', 1.9646989730892628e-05]]	[['5informe', 0], ['5informedegobierno', 0], ['5informeedomex', 0], ['5informeedoméx', 0], ['toinformeedomex', 1.9646989730781605e-05]]
5informedegobierno	[['5informe', 0], ['5informedegobierno', 0], ['5informeedomex', 0], ['5informeedoméx', 0], ['toinformeedomex', 1.9646989730892628e-05]]	[['5informe', 0], ['5informedegobierno', 0], ['5informeedomex', 0], ['5informeedoméx', 0], ['toinformeedomex', 1.9646989730781605e-05]]
5informeedomex	[['5informe', 0], ['5informedegobierno', 0], ['5informeedomex', 0], ['5informeedoméx', 0], ['toinformeedomex', 1.9646989730892628e-05]]	[['5informe', 0], ['5informedegobierno', 0], ['5informeedomex', 0], ['5informeedoméx', 0], ['toinformeedomex', 1.9646989730781605e-05]]
5informeedoméx	[['5informe', 0], ['5informedegobierno', 0], ['5informeedomex', 0], ['5informeedoméx', 0], ['toinformeedomex', 1.9646989730892628e-05]]	[['5informe', 0], ['5informedegobierno', 0], ['5informeedomex', 0], ['5informeedoméx', 0], ['toinformeedomex', 1.9646989730781605e-05]]
5o	[['5o', 2.220446049250313e-16], ['rt', 4.889307991806646e-08], ['4a', 1.1645499176093921e-07], ['4t', 1.2190496612163315e-07], ['prd', 6.843137705381253e-07]]	[['5o', 0], ['rt', 4.889307991806646e-08], ['4a', 1.1645499176093921e-07], ['4t', 1.2190496612163315e-07], ['prd', 6.843137707601699e-07]]
5oinformeedomex	[['5oinformeedomex', 0], ['rgc_mx', 0.00029522980443008606], ['ahhh', 0.0002985176363700104], ['imss', 0.0003016604083667662], ['chtm', 0.000304168522625492]]	[['5oinformeedomex', 0], ['rgc_mx', 0.00029522980443008606], ['ahhh', 0.0002985176363700104], ['imss', 0.0003016604083667662], ['chtm', 0.000304168522625492]]
5to	[['5to', 2.220446049250313e-16], ['cinismo', 2.0176115557157814e-06], ['clasismo', 2.5751350780645055e-06], ['tranza', 1.0525963850205322e-05], ['mediocre', 4.009727738307767e-05]]	[['5to', 0], ['cinismo', 2.0176115557157814e-06], ['clasismo', 2.57513507828655e-06], ['tranza', 1.0525963850205322e-05], ['mediocre', 4.0097277382966645e-05]]
5toinfomeedomex	[['5toinfomeedomex', 0], ['5toinfomeedoméx', 0], ['5toinforme', 0], ['5toinformedegobierno', 0], ['5toinformeedomex', 0]]	[['5toinfomeedomex', 0], ['5toinfomeedoméx', 0], ['5toinforme', 0], ['5toinformedegobierno', 0], ['5toinformeedomex', 0]]
5toinfomeedoméx	[['5toinfomeedomex', 0], ['5toinfomeedoméx', 0], ['5toinforme', 0], ['5toinformedegobierno', 0], ['5toinformeedomex', 0]]	[['5toinfomeedomex', 0], ['5toinfomeedoméx', 0], ['5toinforme', 0], ['5toinformedegobierno', 0], ['5toinformeedomex', 0]]
5toinforme	[['5toinfomeedomex', 0], ['5toinfomeedoméx', 0], ['5toinforme', 0], ['5toinformedegobierno', 0], ['5toinformeedomex', 0]]	[['5toinfomeedomex', 0], ['5toinfomeedoméx', 0], ['5toinforme', 0], ['5toinformedegobierno', 0], ['5toinformeedomex', 0]]
5toinformedegobierno	[['5toinfomeedomex', 0], ['5toinfomeedoméx', 0], ['5toinforme', 0], ['5toinformedegobierno', 0], ['5toinformeedomex', 0]]	[['5toinfomeedomex', 0], ['5toinfomeedoméx', 0], ['5toinforme', 0], ['5toinformedegobierno', 0], ['5toinformeedomex', 0]]
5toinformeedomex	[['5toinfomeedomex', 0], ['5toinfomeedoméx', 0], ['5toinforme', 0], ['5toinformedegobierno', 0], ['5toinformeedomex', 0]]	[['5toinfomeedomex', 0], ['5toinfomeedoméx', 0], ['5toinforme', 0], ['5toinformedegobierno', 0], ['5toinformeedomex', 0]]
5toinformeedomèx	[['5toinformeedomèx', 2.220446049250313e-16], ['güey', 2.220446049250313e-16], ['sinvergüenza', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['vergüenzas', 2.220446049250313e-16]]	[['5toinformeedomèx', 0], ['güey', 0], ['sinvergüenza', 0], ['vergüenza', 0], ['vergüenzas', 0]]
5toinformeedoméx	[['5toinfomeedomex', 0], ['5toinfomeedoméx', 0], ['5toinforme', 0], ['5toinformedegobierno', 0], ['5toinformeedomex', 0]]	[['5toinfomeedomex', 0], ['5toinfomeedoméx', 0], ['5toinforme', 0], ['5toinformedegobierno', 0], ['5toinformeedomex', 0]]
5tolnformeedomex	[['5tolnformeedomex', 0], ['5tolnformeedoméx', 0], ['amloelfracasopresidencial', 5.3217388823023626e-05], ['amloelmejorpresidentedelmundo', 5.3217388823023626e-05], ['hdtpm', 0.00012908890832796782]]	[['5tolnformeedomex', 0], ['5tolnformeedoméx', 0], ['amloelfracasopresidencial', 5.3217388823023626e-05], ['amloelmejorpresidentedelmundo', 5.3217388823023626e-05], ['hdtpm', 0.00012908890832796782]]
5tolnformeedoméx	[['5tolnformeedomex', 0], ['5tolnformeedoméx', 0], ['amloelfracasopresidencial', 5.3217388823023626e-05], ['amloelmejorpresidentedelmundo', 5.3217388823023626e-05], ['hdtpm', 0.00012908890832796782]]	[['5tolnformeedomex', 0], ['5tolnformeedoméx', 0], ['amloelfracasopresidencial', 5.3217388823023626e-05], ['amloelmejorpresidentedelmundo', 5.3217388823023626e-05], ['hdtpm', 0.00012908890832796782]]
600	[['600', 0], ['equivocado', 1.63202784619898e-14], ['explicar', 4.092282068768327e-13], ['pocas', 9.15267861500979e-13], ['discurso', 1.4802603587327212e-12]]	[['600', 0], ['equivocado', 1.6431300764452317e-14], ['explicar', 4.092282068768327e-13], ['pocas', 9.15267861500979e-13], ['discurso', 1.4802603587327212e-12]]
70	[['70', 0], ['km', 1.1487317541636344e-08], ['ke', 1.342730715503393e-08], ['we', 3.8228926590999635e-07], ['dea', 5.025360061416961e-07]]	[['70', 0], ['km', 1.1487317541636344e-08], ['ke', 1.342730715503393e-08], ['we', 3.8228926568795174e-07], ['dea', 5.025360061416961e-07]]
80	[['80', 0], ['red', 6.45039577307216e-14], ['médico', 2.582378755278114e-13], ['abajo', 1.6086021403793893e-12], ['presupuesto', 4.112044038606655e-12]]	[['80', 0], ['red', 6.45039577307216e-14], ['médico', 2.582378755278114e-13], ['abajo', 1.6086021403793893e-12], ['presupuesto', 4.112044038606655e-12]]
90	[['90', 1.1102230246251565e-16], ['acciones', 7.486233855047431e-13], ['pequeña', 4.068301251436424e-12], ['necesidades', 1.0136669281735067e-11], ['territorio', 1.1925904708220969e-11]]	[['90', 0], ['acciones', 7.486233855047431e-13], ['pequeña', 4.0680792068314986e-12], ['necesidades', 1.0136669281735067e-11], ['territorio', 1.1925793685918507e-11]]
_carlosglez	[['_carlosglez', 2.220446049250313e-16], ['marcelito', 0.0008464361676792098], ['fgrmexico', 0.00119644044915157], ['pendej0', 0.0012020672381853892], ['dolorescm10', 0.0013156709059680693]]	[['_carlosglez', 0], ['marcelito', 0.0008464361676795429], ['fgrmexico', 0.0011964404491516811], ['pendej0', 0.0012020672381859443], ['dolorescm10', 0.0013156709059686245]]
_hreyes	[['_hreyes', 2.220446049250313e-16], ['clubamerica', 4.2564198189931624e-05], ['mreldiablo8', 0.00013634625847624982], ['makugo', 0.0006532204581422008], ['morenanarcopartido', 0.0007904500886507515]]	[['_hreyes', 0], ['clubamerica', 4.2564198190042646e-05], ['mreldiablo8', 0.00013634625847624982], ['makugo', 0.0006532204581419787], ['morenanarcopartido', 0.0007904500886507515]]
_jorgecorichi	[['_jorgecorichi', 0], ['ebrad', 1.2821284577912984e-05], ['lambiscon', 5.897615827243907e-05], ['lambiscón', 5.897615827243907e-05], ['noalamilitarizacion', 9.87817401122415e-05]]	[['_jorgecorichi', 0], ['ebrad', 1.2821284578024006e-05], ['lambiscon', 5.8976158272550094e-05], ['lambiscón', 5.8976158272550094e-05], ['noalamilitarizacion', 9.87817401122415e-05]]
_leosoto	[['_leosoto', 0], ['pjtamaulipas', 8.595977160941182e-05], ['henrymartinm', 0.00017291087908521963], ['congruencia', 0.0001885553103738724], ['nepotismo', 0.00023921413763017263]]	[['_leosoto', 0], ['pjtamaulipas', 8.595977160963386e-05], ['henrymartinm', 0.00017291087908521963], ['congruencia', 0.00018855531037409445], ['nepotismo', 0.00023921413763028365]]
_vicenteserrano	[['_vicenteserrano', 0], ['exelente', 4.94242867259409e-05], ['exelentes', 4.94242867259409e-05], ['lopezdestruyendomexico', 0.0019536711209017232], ['lopezobrador', 0.002375118943771626]]	[['_vicenteserrano', 0], ['exelente', 4.94242867259409e-05], ['exelentes', 4.94242867259409e-05], ['lopezdestruyendomexico', 0.0019536711209017232], ['lopezobrador', 0.0023751189437714038]]
a_encinas_r	[['a_encinas_r', 2.220446049250313e-16], ['martinsandovals', 0.000405015672424347], ['decrépito', 0.0006905047223797478], ['chairos', 0.0007185103041680296], ['téllez', 0.0009386503695443249]]	[['a_encinas_r', 0], ['martinsandovals', 0.00040501567242468006], ['decrépito', 0.0006905047223798588], ['chairos', 0.0007185103041683627], ['téllez', 0.000938650369544769]]
abajo	[['abajo', 1.1102230246251565e-16], ['presupuesto', 5.767608612927688e-13], ['80', 1.6086021403793893e-12], ['opinión', 2.304378909911975e-12], ['red', 2.3173685193000892e-12]]	[['abajo', 0], ['presupuesto', 5.767608612927688e-13], ['80', 1.6086021403793893e-12], ['opinión', 2.304378909911975e-12], ['red', 2.3173685193000892e-12]]
abierto	[['abierto', 1.1102230246251565e-16], ['únicamente', 1.1124434706744069e-13], ['regreso', 3.0875302314825603e-13], ['miles', 4.459765889919254e-13], ['deuda', 6.044054146059352e-13]]	[['abierto', 0], ['únicamente', 1.1113332476497817e-13], ['regreso', 3.086420008457935e-13], ['miles', 4.4586556668946287e-13], ['deuda', 6.044054146059352e-13]]
abrahamendieta	[['abrahamendieta', 2.220446049250313e-16], ['juanzepeda_', 0.0002246220714976488], ['chairos', 0.00024885780005790004], ['jaimehumbertopb', 0.000425066488143111], ['ineptos', 0.0007096113120257375]]	[['abrahamendieta', 0], ['juanzepeda_', 0.00022462207149742675], ['chairos', 0.00024885780005790004], ['jaimehumbertopb', 0.00042506648814288894], ['ineptos', 0.0007096113120258485]]
abrazo	[['abrazo', 0], ['venden', 6.772360450213455e-15], ['costó', 9.103828801926284e-15], ['cumpliendo', 4.463096558993129e-14], ['apostar', 2.80109269112927e-13]]	[['abrazo', 0], ['venden', 6.5503158452884236e-15], ['costó', 8.881784197001252e-15], ['cumpliendo', 4.451994328746878e-14], ['apostar', 2.8033131371785203e-13]]
abrazos	[['abrazos', 0], ['miserables', 2.2666243631341843e-05], ['empiecen', 6.604010359823054e-05], ['poyo', 8.8273708475195e-05], ['méxico', 0.00012031963183123384]]	[['abrazos', 0], ['miserables', 2.2666243631563887e-05], ['empiecen', 6.604010359834156e-05], ['poyo', 8.827370847530602e-05], ['méxico', 0.00012031963183134486]]
abrir	[['abrir', 0], ['prensa', 1.8096635301390052e-14], ['aqui', 1.630917623174355e-13], ['increíble', 2.899902540320909e-13], ['diré', 4.5285997174460135e-13]]	[['abrir', 0], ['prensa', 1.8096635301390052e-14], ['aqui', 1.63202784619898e-13], ['increíble', 2.899902540320909e-13], ['diré', 4.5285997174460135e-13]]
absoluta	[['absoluta', 0], ['inflación', 1.2101430968414206e-14], ['celular', 4.829470157119431e-14], ['desaparecer', 6.561418075534675e-14], ['ego', 1.3455903058456897e-13]]	[['absoluta', 0], ['inflación', 1.2101430968414206e-14], ['celular', 4.829470157119431e-14], ['desaparecer', 6.59472476627343e-14], ['ego', 1.3455903058456897e-13]]
absolutamente	[['absolutamente', 0], ['avance', 1.1834977442504169e-13], ['bienvenida', 1.0692557950164883e-12], ['dejo', 5.444533712761768e-12], ['ponerse', 6.795342066823196e-12]]	[['absolutamente', 0], ['avance', 1.1857181902996672e-13], ['bienvenida', 1.0692557950164883e-12], ['dejo', 5.444533712761768e-12], ['ponerse', 6.795453089125658e-12]]
absoluto	[['absoluto', 0], ['destruir', 4.618527782440651e-14], ['demostrar', 2.5157653738006047e-13], ['adultos', 3.297362383136715e-13], ['fomentar', 7.427392034742297e-13]]	[['absoluto', 0], ['destruir', 4.618527782440651e-14], ['demostrar', 2.5157653738006047e-13], ['adultos', 3.29847260616134e-13], ['fomentar', 7.427392034742297e-13]]
abuela	[['abuela', 0], ['abuelo', 1.0857981180834031e-13], ['sujeto', 2.128297538206425e-13], ['disfrutar', 6.226130722097878e-13], ['2018', 7.350786646043161e-13]]	[['abuela', 0], ['abuelo', 1.0857981180834031e-13], ['sujeto', 2.128297538206425e-13], ['disfrutar', 6.227240945122503e-13], ['2018', 7.353007092092412e-13]]
abuelo	[['abuelo', 0], ['sujeto', 1.7430501486614958e-14], ['abuela', 1.0857981180834031e-13], ['2018', 2.786659791809143e-13], ['disfrutar', 1.2512213487525514e-12]]	[['abuelo', 0], ['sujeto', 1.7430501486614958e-14], ['abuela', 1.0857981180834031e-13], ['2018', 2.787770014833768e-13], ['disfrutar', 1.251332371055014e-12]]
abuso	[['abuso', 0], ['pidiendo', 6.017408793468348e-14], ['eficiente', 2.76445533131664e-13], ['riqueza', 7.625011733125575e-13], ['personalmente', 1.1085576900882188e-12]]	[['abuso', 0], ['pidiendo', 6.006306563222097e-14], ['eficiente', 2.76445533131664e-13], ['riqueza', 7.6261219561502e-13], ['personalmente', 1.1085576900882188e-12]]
acaba	[['acaba', 0], ['prevención', 7.838174553853605e-14], ['baño', 3.1397107136399427e-13], ['periodo', 2.3608892618653954e-12], ['recuerdo', 2.8321789358187743e-12]]	[['acaba', 0], ['prevención', 7.827072323607354e-14], ['baño', 3.1397107136399427e-13], ['periodo', 2.3608892618653954e-12], ['recuerdo', 2.8321789358187743e-12]]
acaban	[['acaban', 0], ['caro', 2.8199664825478976e-14], ['incapacidad', 5.340172748447003e-14], ['bestia', 1.2712053631958042e-13], ['saco', 2.128297538206425e-13]]	[['acaban', 0], ['caro', 2.8199664825478976e-14], ['incapacidad', 5.3512749786932545e-14], ['bestia', 1.2712053631958042e-13], ['saco', 2.128297538206425e-13]]
acabar	[['acabar', 0], ['demostrar', 1.8429702208777599e-13], ['destruir', 5.121458812595847e-13], ['ii', 6.166178678768119e-13], ['absoluto', 8.664180484174722e-13]]	[['acabar', 0], ['demostrar', 1.8429702208777599e-13], ['destruir', 5.123679258645097e-13], ['ii', 6.166178678768119e-13], ['absoluto', 8.663070261150096e-13]]
acabe	[['acabe', 2.220446049250313e-16], ['protocolos', 1.1102230246251565e-15], ['entienden', 1.099120794378905e-13], ['autopista', 1.7530421558831222e-13], ['dias', 2.7333690866271354e-13]]	[['acabe', 0], ['protocolos', 1.1102230246251565e-15], ['entienden', 1.0969003483296547e-13], ['autopista', 1.7508217098338719e-13], ['dias', 2.7355895326763857e-13]]
acabo	[['acabo', 2.220446049250313e-16], ['estatales', 1.0436096431476471e-14], ['salido', 9.303668946358812e-14], ['vayan', 3.1163960301228144e-13], ['quede', 3.7070346792233977e-13]]	[['acabo', 0], ['estatales', 1.0436096431476471e-14], ['salido', 9.281464485866309e-14], ['vayan', 3.114175584073564e-13], ['quede', 3.7070346792233977e-13]]
acabó	[['acabó', 0], ['representación', 2.845501612114276e-13], ['aprender', 7.313039063205906e-13], ['intento', 9.209299989265674e-13], ['beneficios', 2.243871755069904e-12]]	[['acabó', 0], ['representación', 2.845501612114276e-13], ['aprender', 7.313039063205906e-13], ['intento', 9.209299989265674e-13], ['beneficios', 2.244093799674829e-12]]
acarvajalh	[['acarvajalh', 1.1102230246251565e-16], ['redesunidosmx', 0.0001681890685018006], ['hipocresía', 0.00032248286077363186], ['acostanaranjo', 0.00039070466279311766], ['salariorosavepormas', 0.00039182059992004525]]	[['acarvajalh', 0], ['redesunidosmx', 0.00016818906850168958], ['hipocresía', 0.00032248286077363186], ['acostanaranjo', 0.00039070466279300664], ['salariorosavepormas', 0.0003918205999202673]]
