word,N,N1
elpeorpresidentedelahistoria,"[['elpeorgobiernodelahistoria', 1.1102230246251565e-16], ['elpeorpresidentedelahistoria', 1.1102230246251565e-16], ['cuauhochoa', 0.00010696686078082163], ['mrikelme', 0.00046935272612669277], ['veracruz', 0.00048452610707250265]]","[['elpeorgobiernodelahistoria', 0], ['elpeorpresidentedelahistoria', 0], ['cuauhochoa', 0.0001069668607811547], ['mrikelme', 0.00046935272612658174], ['veracruz', 0.0004845261070722806]]"
evonoeresbienvenidoenmexico,"[['evonoeresbienvenido', 2.220446049250313e-16], ['evonoeresbienvenidoenmexico', 2.220446049250313e-16], ['traidor_a_la_patria', 4.2394702074677326e-05], ['pésima', 4.6383531512428355e-05], ['congreso_cdmex', 5.810396450112165e-05]]","[['evonoeresbienvenido', 0], ['evonoeresbienvenidoenmexico', 0], ['traidor_a_la_patria', 4.2394702074566304e-05], ['pésima', 4.6383531512428355e-05], ['congreso_cdmex', 5.810396450089961e-05]]"
exelentes,"[['exelente', 0], ['exelentes', 0], ['_vicenteserrano', 4.94242867259409e-05], ['lopezobrador', 0.0017682910975599375], ['lopezobrador_', 0.0017682910975599375]]","[['exelente', 0], ['exelentes', 0], ['_vicenteserrano', 4.94242867259409e-05], ['lopezobrador', 0.0017682910975598265], ['lopezobrador_', 0.0017682910975598265]]"
fideicomisos,"[['fideicomiso', 2.220446049250313e-16], ['fideicomisos', 2.220446049250313e-16], ['canal13puebla', 0.000314800246041802], ['hamlet_almaguer', 0.000640465221684039], ['almirantesrio', 0.0015595651225079887]]","[['fideicomiso', 0], ['fideicomisos', 0], ['canal13puebla', 0.00031480024604202406], ['hamlet_almaguer', 0.000640465221684039], ['almirantesrio', 0.0015595651225079887]]"
fiscalía,"[['amamos', 0], ['fiscalía', 2.220446049250313e-16], ['vs', 7.993605777301127e-15], ['destruyendo', 2.853273173286652e-14], ['gobernantes', 6.7390537594747e-14]]","[['amamos', 0], ['fiscalía', 0], ['vs', 8.104628079763643e-15], ['destruyendo', 2.853273173286652e-14], ['gobernantes', 6.750155989720952e-14]]"
gilbertohruiz,"[['gilbertobrenis', 2.220446049250313e-16], ['gilbertohruiz', 2.220446049250313e-16], ['fernandeznorona', 0.00021806716928784997], ['aztecanoticias', 0.0006741124027608292], ['bananero', 0.001122918259361172]]","[['gilbertobrenis', 0], ['gilbertohruiz', 0], ['fernandeznorona', 0.000218067169287961], ['aztecanoticias', 0.0006741124027610512], ['bananero', 0.001122918259361172]]"
güey,"[['5toinformeedomèx', 2.220446049250313e-16], ['güey', 2.220446049250313e-16], ['sinvergüenza', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['vergüenzas', 2.220446049250313e-16]]","[['5toinformeedomèx', 0], ['güey', 0], ['sinvergüenza', 0], ['vergüenza', 0], ['vergüenzas', 0]]"
hablen,"[['dictador', 0], ['hablen', 0], ['gorra', 9.825473767932635e-14], ['beneficia', 2.0972112935169207e-13], ['carcel', 7.686073999479959e-13]]","[['dictador', 0], ['hablen', 0], ['gorra', 9.825473767932635e-14], ['beneficia', 2.0972112935169207e-13], ['carcel', 7.686073999479959e-13]]"
jajajaj,"[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]","[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]"
jajajaja,"[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]","[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]"
jajajajaj,"[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]","[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]"
jajajajaja,"[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]","[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]"
jajajajajaja,"[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]","[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]"
jajajajajajaja,"[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]","[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]"
jajajajajajajaja,"[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]","[['jajaja', 0], ['jajajaj', 0], ['jajajaja', 0], ['jajajajaj', 0], ['jajajajaja', 0]]"
jorge08397060,"[['jorge', 1.1102230246251565e-16], ['jorge08397060', 1.1102230246251565e-16], ['mayealarcong', 2.7809823791580257e-06], ['nayarit', 1.340226413926171e-05], ['jorgeramosnews', 3.2146554059697685e-05]]","[['jorge', 0], ['jorge08397060', 0], ['mayealarcong', 2.780982379269048e-06], ['nayarit', 1.3402264139039666e-05], ['jorgeramosnews', 3.214655405947564e-05]]"
joseramonlopezbeltran221,"[['joseramonlopezbeltran204', 2.220446049250313e-16], ['joseramonlopezbeltran221', 2.220446049250313e-16], ['jesusseade', 0.0021271816015926426], ['fanatismo', 0.002247986532321611], ['michoacán', 0.003665574882163458]]","[['joseramonlopezbeltran204', 0], ['joseramonlopezbeltran221', 0], ['jesusseade', 0.0021271816015925316], ['fanatismo', 0.002247986532321611], ['michoacán', 0.003665574882163236]]"
lambiscón,"[['lambiscon', 0], ['lambiscón', 0], ['ebrad', 1.732451997527029e-05], ['_jorgecorichi', 5.897615827243907e-05], ['noalamilitarizacion', 0.00016615930598307127]]","[['lambiscon', 0], ['lambiscón', 0], ['ebrad', 1.732451997527029e-05], ['_jorgecorichi', 5.8976158272550094e-05], ['noalamilitarizacion', 0.00016615930598329332]]"
leonelgodoy,"[['leonel', 0], ['leonelgodoy', 0], ['felipevg_22', 0.00031892997930882405], ['tigresoficial', 0.0003595902083275426], ['ligadeguerreros', 0.0025236852069507876]]","[['leonel', 0], ['leonelgodoy', 0], ['felipevg_22', 0.00031892997930882405], ['tigresoficial', 0.0003595902083275426], ['ligadeguerreros', 0.0025236852069507876]]"
llevaste,"[['imbéciles', 0], ['llevaste', 0], ['burla', 1.0436096431476471e-14], ['pendejo', 1.1657341758564144e-14], ['puros', 1.3877787807814457e-14]]","[['llevaste', 0], ['imbéciles', 2.220446049250313e-16], ['burla', 1.0547118733938987e-14], ['pendejo', 1.1657341758564144e-14], ['puros', 1.4210854715202004e-14]]"
lopezobrador_,"[['lopezobrador', 0], ['lopezobrador_', 0], ['amloelfracasopresidencial', 9.388403439281046e-05], ['amloelmejorpresidentedelmundo', 9.388403439281046e-05], ['5tolnformeedomex', 0.00027184884311126645]]","[['lopezobrador', 0], ['lopezobrador_', 0], ['amloelfracasopresidencial', 9.38840343930325e-05], ['amloelmejorpresidentedelmundo', 9.38840343930325e-05], ['5tolnformeedomex', 0.00027184884311126645]]"
mexiquenses,"[['mexiquense', 2.220446049250313e-16], ['mexiquenses', 2.220446049250313e-16], ['salomonj', 0.0001481378377129472], ['matiasriverom', 0.00019395050383852475], ['mugroso', 0.0010499285237942635]]","[['mexiquense', 0], ['mexiquenses', 0], ['salomonj', 0.0001481378377129472], ['matiasriverom', 0.00019395050383863577], ['mugroso', 0.0010499285237944855]]"
miente,"[['debiste', 0], ['miente', 1.1102230246251565e-16], ['sacando', 4.440892098500626e-16], ['fabuloso', 9.980904991380157e-14], ['atento', 1.2034817586936697e-13]]","[['miente', 0], ['debiste', 1.1102230246251565e-16], ['sacando', 4.440892098500626e-16], ['fabuloso', 9.992007221626409e-14], ['atento', 1.2034817586936697e-13]]"
migueltorrucog,"[['miguel', 0], ['migueltorrucog', 0], ['lamebotas', 6.50606921587249e-05], ['marcelo', 7.643198652129701e-05], ['marcela', 7.646217407930589e-05]]","[['miguel', 0], ['migueltorrucog', 0], ['lamebotas', 6.506069215850285e-05], ['marcelo', 7.643198652129701e-05], ['marcela', 7.646217407930589e-05]]"
montaje,"[['emprender', 2.220446049250313e-16], ['montaje', 2.220446049250313e-16], ['secretaria', 4.440892098500626e-16], ['jefa', 2.90878432451791e-14], ['vengas', 4.218847493575595e-14]]","[['montaje', 0], ['emprender', 2.220446049250313e-16], ['secretaria', 2.220446049250313e-16], ['jefa', 2.919886554764162e-14], ['vengas', 4.218847493575595e-14]]"
morales,"[['pierdas', 0], ['morales', 1.1102230246251565e-16], ['cometió', 3.9190872769268026e-14], ['celebrando', 7.960299086562372e-14], ['soñando', 8.493206138382448e-14]]","[['morales', 0], ['pierdas', 1.1102230246251565e-16], ['cometió', 3.9190872769268026e-14], ['celebrando', 7.960299086562372e-14], ['soñando', 8.504308368628699e-14]]"
neoliberales,"[['neoliberal', 0], ['neoliberales', 0], ['neoliberalismo', 0], ['narcotraficante', 0.0005990433327851541], ['sofiavillalobos', 0.0020928081310970237]]","[['neoliberal', 0], ['neoliberales', 0], ['neoliberalismo', 0], ['narcotraficante', 0.0005990433327851541], ['sofiavillalobos', 0.0020928081310972457]]"
neoliberalismo,"[['neoliberal', 0], ['neoliberales', 0], ['neoliberalismo', 0], ['narcotraficante', 0.0005990433327851541], ['sofiavillalobos', 0.0020928081310970237]]","[['neoliberal', 0], ['neoliberales', 0], ['neoliberalismo', 0], ['narcotraficante', 0.0005990433327851541], ['sofiavillalobos', 0.0020928081310972457]]"
orgullosamentemexicanos,"[['orgullosamentemexicano', 0], ['orgullosamentemexicanos', 0], ['semar_mx', 9.212040879891248e-06], ['sep_mx', 1.655783088405638e-05], ['pendejazo', 5.2907412867564396e-05]]","[['orgullosamentemexicano', 0], ['orgullosamentemexicanos', 0], ['semar_mx', 9.212040879891248e-06], ['sep_mx', 1.65578308841674e-05], ['pendejazo', 5.2907412867564396e-05]]"
p3nd3jo,"[['p3nd3j0', 1.1102230246251565e-16], ['p3nd3jo', 1.1102230246251565e-16], ['p3ndejo', 1.1102230246251565e-16], ['ccp', 4.143015619462176e-07], ['pndjo', 4.2364627372837305e-07]]","[['p3nd3j0', 0], ['p3nd3jo', 0], ['p3ndejo', 0], ['ccp', 4.143015618351953e-07], ['pndjo', 4.2364627350632844e-07]]"
p3ndejo,"[['p3nd3j0', 1.1102230246251565e-16], ['p3nd3jo', 1.1102230246251565e-16], ['p3ndejo', 1.1102230246251565e-16], ['ccp', 4.143015619462176e-07], ['pndjo', 4.2364627372837305e-07]]","[['p3nd3j0', 0], ['p3nd3jo', 0], ['p3ndejo', 0], ['ccp', 4.143015618351953e-07], ['pndjo', 4.2364627350632844e-07]]"
paja,"[['enano', 0], ['paja', 1.1102230246251565e-16], ['robaste', 1.6986412276764895e-14], ['pides', 3.275157922644212e-14], ['saludos', 7.971401316808624e-14]]","[['enano', 0], ['paja', 0], ['robaste', 1.6764367671839864e-14], ['pides', 3.2529534621517087e-14], ['saludos', 7.960299086562372e-14]]"
pierdas,"[['morales', 0], ['pierdas', 0], ['cometió', 4.296563105299356e-14], ['celebrando', 7.438494264988549e-14], ['soñando', 7.960299086562372e-14]]","[['pierdas', 0], ['morales', 1.1102230246251565e-16], ['cometió', 4.318767565791859e-14], ['celebrando', 7.438494264988549e-14], ['soñando', 7.949196856316121e-14]]"
puros,"[['burla', 2.220446049250313e-16], ['puros', 2.220446049250313e-16], ['licenciado', 1.3322676295501878e-15], ['llevaste', 1.3877787807814457e-14], ['imbéciles', 1.5210055437364645e-14]]","[['puros', 0], ['burla', 3.3306690738754696e-16], ['licenciado', 1.3322676295501878e-15], ['llevaste', 1.4210854715202004e-14], ['imbéciles', 1.5432100042289676e-14]]"
quintoinformedegobierno,"[['quintoinforme', 1.1102230246251565e-16], ['quintoinformedegobierno', 1.1102230246251565e-16], ['quintoinformeedomex', 1.1102230246251565e-16], ['barandal', 0.00034762925728049066], ['salariorosaestacontigo', 0.0009840744074450791]]","[['quintoinforme', 0], ['quintoinformedegobierno', 0], ['quintoinformeedomex', 0], ['barandal', 0.00034762925728049066], ['salariorosaestacontigo', 0.0009840744074451901]]"
quintoinformeedomex,"[['quintoinforme', 1.1102230246251565e-16], ['quintoinformedegobierno', 1.1102230246251565e-16], ['quintoinformeedomex', 1.1102230246251565e-16], ['barandal', 0.00034762925728049066], ['salariorosaestacontigo', 0.0009840744074450791]]","[['quintoinforme', 0], ['quintoinformedegobierno', 0], ['quintoinformeedomex', 0], ['barandal', 0.00034762925728049066], ['salariorosaestacontigo', 0.0009840744074451901]]"
recibimos,"[['rancho', 1.1102230246251565e-16], ['recibimos', 1.1102230246251565e-16], ['trágico', 9.992007221626409e-16], ['disculpe', 9.914291609902648e-14], ['susto', 1.7053025658242404e-13]]","[['recibimos', 0], ['rancho', 1.1102230246251565e-16], ['trágico', 8.881784197001252e-16], ['disculpe', 9.903189379656396e-14], ['susto', 1.7053025658242404e-13]]"
ricardograumx,"[['ricardo', 1.1102230246251565e-16], ['ricardograumx', 1.1102230246251565e-16], ['elorzaflo', 8.762937516748615e-05], ['sheinbaum', 0.0002576292052934859], ['erario', 0.0004588516869896697]]","[['ricardo', 0], ['ricardograumx', 0], ['elorzaflo', 8.762937516737512e-05], ['sheinbaum', 0.00025762920529337485], ['erario', 0.0004588516869895587]]"
salariorosavapormas,"[['salariorosavamospormas', 0], ['salariorosavapormas', 0], ['salariorosavepormas', 2.758761658006037e-07], ['salariorosavepormás', 2.758761658006037e-07], ['noroña', 1.3314912819861746e-05]]","[['salariorosavamospormas', 0], ['salariorosavapormas', 0], ['salariorosavepormas', 2.758761658006037e-07], ['salariorosavepormás', 2.758761658006037e-07], ['noroña', 1.331491281952868e-05]]"
salariorosavepormás,"[['salariorosavepormas', 0], ['salariorosavepormás', 0], ['salariorosavamospormas', 2.758761658006037e-07], ['salariorosavapormas', 2.758761658006037e-07], ['noroña', 1.0727206095628716e-05]]","[['salariorosavepormas', 0], ['salariorosavepormás', 0], ['salariorosavamospormas', 2.758761658006037e-07], ['salariorosavapormas', 2.758761658006037e-07], ['noroña', 1.0727206095517694e-05]]"
saliste,"[['felicitaciones', 2.220446049250313e-16], ['saliste', 2.220446049250313e-16], ['vergonzoso', 2.4424906541753444e-14], ['tope', 4.04121180963557e-14], ['decepción', 2.9887203822909214e-13]]","[['saliste', 0], ['felicitaciones', 4.440892098500626e-16], ['vergonzoso', 2.4424906541753444e-14], ['tope', 4.04121180963557e-14], ['decepción', 2.9887203822909214e-13]]"
segob_puebla,"[['segob_mx', 2.220446049250313e-16], ['segob_puebla', 2.220446049250313e-16], ['sre_mx', 0.0004132963935096212], ['abrazos', 0.0009587107191061373], ['fallecidas', 0.000959116352936773]]","[['segob_mx', 0], ['segob_puebla', 0], ['sre_mx', 0.00041329639350984326], ['abrazos', 0.0009587107191063593], ['fallecidas', 0.000959116352936773]]"
sinvergüenza,"[['5toinformeedomèx', 2.220446049250313e-16], ['güey', 2.220446049250313e-16], ['sinvergüenza', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['vergüenzas', 2.220446049250313e-16]]","[['5toinformeedomèx', 0], ['güey', 0], ['sinvergüenza', 0], ['vergüenza', 0], ['vergüenzas', 0]]"
soñando,"[['celebrando', 0], ['soñando', 0], ['caiga', 2.1094237467877974e-15], ['ganan', 3.5083047578154947e-14], ['ud', 6.417089082333405e-14]]","[['soñando', 0], ['celebrando', 1.1102230246251565e-16], ['caiga', 2.220446049250313e-15], ['ganan', 3.5083047578154947e-14], ['ud', 6.417089082333405e-14]]"
sspdgo,"[['sspcmexico', 0], ['sspdgo', 0], ['ssc_pue', 1.1750105333163674e-09], ['cnpc_mx', 4.33912705766204e-09], ['scjn', 8.373920779014554e-09]]","[['sspcmexico', 0], ['sspdgo', 0], ['ssc_pue', 1.1750105333163674e-09], ['cnpc_mx', 4.33912705766204e-09], ['scjn', 8.373920779014554e-09]]"
tweet_stamp,"[['tweet', 2.220446049250313e-16], ['tweet_stamp', 2.220446049250313e-16], ['esunhonorestarconobrador', 5.882316500560592e-07], ['pemex', 8.893296970957643e-06], ['5toinfomeedomex', 1.4578757179362078e-05]]","[['tweet', 0], ['tweet_stamp', 0], ['esunhonorestarconobrador', 5.882316500560592e-07], ['pemex', 8.893296970957643e-06], ['5toinfomeedomex', 1.4578757179362078e-05]]"
vergüenza,"[['5toinformeedomèx', 2.220446049250313e-16], ['güey', 2.220446049250313e-16], ['sinvergüenza', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['vergüenzas', 2.220446049250313e-16]]","[['5toinformeedomèx', 0], ['güey', 0], ['sinvergüenza', 0], ['vergüenza', 0], ['vergüenzas', 0]]"
vergüenzas,"[['5toinformeedomèx', 2.220446049250313e-16], ['güey', 2.220446049250313e-16], ['sinvergüenza', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['vergüenzas', 2.220446049250313e-16]]","[['5toinformeedomèx', 0], ['güey', 0], ['sinvergüenza', 0], ['vergüenza', 0], ['vergüenzas', 0]]"
vivamexico2022,"[['vivamexico', 0], ['vivamexico2022', 0], ['inemexico', 0.0007090718909890104], ['orgullomexicano', 0.0013193038598557916], ['marcos_rosendo', 0.0031895819323093377]]","[['vivamexico', 0], ['vivamexico2022', 0], ['inemexico', 0.0007090718909890104], ['orgullomexicano', 0.0013193038598559026], ['marcos_rosendo', 0.0031895819323094488]]"
